Episode,Total_Reward,Is_Success,Obj0_Color,Obj0_Status,Obj0_Reward,Obj1_Color,Obj1_Status,Obj1_Reward,Obj2_Color,Obj2_Status,Obj2_Reward,Obj3_Color,Obj3_Status,Obj3_Reward,Obj4_Color,Obj4_Status,Obj4_Reward,Obj5_Color,Obj5_Status,Obj5_Reward,Obj6_Color,Obj6_Status,Obj6_Reward,Obj7_Color,Obj7_Status,Obj7_Reward,Obj8_Color,Obj8_Status,Obj8_Reward,Obj9_Color,Obj9_Status,Obj9_Reward
27,15218,True,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2
28,15727,True,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2
29,4962,False,b,Coop_Success,2,r,Fail,0,g,Coop_Success,2,g,Fail,0,b,Fail,0,b,Fail,0,g,Fail,0,g,Fail,0,b,Fail,0,r,Fail,0
30,5912,False,r,Indep_Success,1,r,Fail,0,b,Fail,0,g,Fail,0,b,Fail,0,g,Coop_Success,2,r,Indep_Success,1,g,Fail,0,b,Coop_Success,2,r,Indep_Success,1
31,7063,False,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,b,Fail,0,g,Fail,0,b,Fail,0,g,Fail,0,g,Fail,0,r,Fail,0,b,Fail,0
32,14753,True,g,Coop_Success,2,b,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1
33,14933,True,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2
34,13010,True,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2
35,9560,False,g,Fail,0,r,Indep_Success,1,r,Indep_Success,1,b,Fail,0,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,g,Fail,0,b,Fail,0,r,Fail,0
36,12843,False,r,Indep_Success,1,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,b,Fail,0,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,g,Fail,0,b,Fail,0
37,14642,True,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1
38,9708,False,b,Fail,0,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,b,Fail,0,g,Fail,0
39,10101,False,b,Fail,0,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2
40,8059,False,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,g,Fail,0,r,Indep_Success,1,b,Fail,0,b,Fail,0,g,Fail,0,r,Indep_Success,1,r,Fail,0
41,14160,True,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2
42,13862,False,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,g,Fail,0,b,Fail,0
43,16022,True,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1
44,15036,True,r,Indep_Success,1,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2
45,11374,False,b,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,g,Fail,0,b,Fail,0,g,Fail,0,b,Fail,0
46,14047,True,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1
47,11109,False,g,Coop_Success,2,b,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,g,Fail,0,r,Indep_Success,1,b,Fail,0,r,Indep_Success,1,g,Fail,0,b,Fail,0
48,5028,False,g,Coop_Success,2,b,Coop_Success,2,r,Fail,0,g,Fail,0,b,Fail,0,r,Fail,0,r,Fail,0,b,Fail,0,g,Fail,0,r,Fail,0
49,14533,True,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1,g,Coop_Success,2,b,Coop_Success,2
50,15861,True,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2
